#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026        GREAT GAME,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
508,,Racoon,britain,cl,,,,,,
509,,Marathon,britain,cl,,,,,,
510,,Magicienne,britain,cl,,,,,,
511,,Medea,britain,cl,,,,,,
512,,Medusa,britain,cl,,,,,,
513,,Melpomene,britain,cl,,,,,,
514,,Barracouta,britain,cl,,,,,,
515,,Barrosa,britain,cl,,,,,,
516,,Blanche,britain,cl,,,,,,
517,,Blonde,britain,cl,,,,,,
518,,Barham,britain,cl,,,,,,
519,,Bellona,britain,cl,,,,,,
520,,Pandora,britain,cl,,,,,,
521,,Psyche,britain,cl,,,,,,
522,,Phoenix,britain,cl,,,,,,
523,,Pelorus,britain,cl,,,,,,
524,,Persian,britain,cl,,,,,,
525,,Pallas,britain,cl,,,,,,
526,,Phoebe,britain,cl,,,,,,
527,,Pearl,britain,cl,,,,,,
528,,Philomel,britain,cl,,,,,,
529,,Apollo,britain,cl,,,,,,
530,,Latona,britain,cl,,,,,,
531,,Melampus,britain,cl,,,,,,
532,,Andromache,britain,cl,,,,,,
533,,Sirius,britain,cl,,,,,,
534,,Terpsichore,britain,cl,,,,,,
535,,Naiad,britain,cl,,,,,,
536,,Pique,britain,cl,,,,,,
537,,Thetis,britain,cl,,,,,,
538,,Sybille,britain,cl,,,,,,
539,,Tribune,britain,cl,,,,,,
540,,Spartan,britain,cl,,,,,,
541,,Defiance,britain,cl,,,,,,
542,,Indefatigable,britain,cl,,,,,,
543,,Rainbow,britain,cl,,,,,,
544,,Sappho,britain,cl,,,,,,
545,,Intrepid,britain,cl,,,,,,
546,,Brilliant,britain,cl,,,,,,
547,,Retribution,britain,cl,,,,,,
548,,Scylla,britain,cl,,,,,,
549,,Aeolus,britain,cl,,,,,,
550,,Iphigenia,britain,cl,,,,,,
551,,Astraea,britain,cl,,,,,,
552,,Bonaventure,britain,cl,,,,,,
553,,Cambrian,britain,cl,,,,,,
554,,Charybdis,britain,cl,,,,,,
555,,Fox,britain,cl,,,,,,
556,,Hermione,britain,cl,,,,,,
557,,Flora,britain,cl,,,,,,
558,,Indus,britain,cl,,,,,,
559,,Forte,britain,cl,,,,,,
560,,Eclipse,britain,cl,,,,,,
561,,Talbot,britain,cl,,,,,,
562,,Venus,britain,cl,,,,,,
563,,Minerva,britain,cl,,,,,,
564,,Juno,britain,cl,,,,,,
565,,Diana,britain,cl,,,,,,
566,,Doris,britain,cl,,,,,,
567,,Dido,britain,cl,,,,,,
568,,Isis,britain,cl,,,,,,
569,,Arrogant,britain,cl,,,,,,
570,,Furious,britain,cl,,,,,,
571,,Gladiator,britain,cl,,,,,,
572,,Vindictive,britain,cl,,,,,,
573,,Proserpine,britain,cl,,,,,,
574,,Pactolus,britain,cl,,,,,,
575,,Pegasus,britain,cl,,,,,,
576,,Perseus,britain,cl,,,,,,
577,,Pomone,britain,cl,,,,,,
578,,Pyramus,britain,cl,,,,,,
579,,Prometheus,britain,cl,,,,,,
580,,Pioneer,britain,cl,,,,,,
581,,Highflyer,britain,cl,,,,,,
582,,Hermes,britain,cl,,,,,,
583,,Hyacinth,britain,cl,,,,,,
584,,Challenger,britain,cl,,,,,,
585,,Encounter,britain,cl,,,,,,
586,,Penguin,britain,cl,,,,,,
587,,Topaze,britain,cl,,,,,,
588,,Amethyst,britain,cl,,,,,,
589,,Diamond,britain,cl,,,,,,
590,,Sapphire,britain,cl,,,,,,
591,,Sentinel,britain,cl,,,,,,
592,,Skirmisher,britain,cl,,,,,,
593,,Adventure,britain,cl,,,,,,
594,,Attentive,britain,cl,,,,,,
595,,Forward,britain,cl,,,,,,
596,,Foresight,britain,cl,,,,,,
597,,Pathfinder,britain,cl,,,,,,
598,,Patrol,britain,cl,,,,,,
599,,Boadicea,britain,cl,,,,,,
600,,Active,britain,cl,,,,,,
601,,Town,britain,cl,,,,,,
602,,Bristol,britain,cl,,,,,,
603,,Glasgow,britain,cl,,,,,,
604,,Gloucester,britain,cl,,,,,,
605,,Liverpool,britain,cl,,,,,,
606,,Newcastle,britain,cl,,,,,,
607,,Weymouth,britain,cl,,,,,,
608,,Dartmouth,britain,cl,,,,,,
609,,Falmouth,britain,cl,,,,,,
610,,Yarmouth,britain,cl,,,,,,
611,,Chatham,britain,cl,,,,,,
612,,Dublin,britain,cl,,,,,,
613,,Southampton,britain,cl,,,,,,
614,,Brisbane,britain,cl,,,,,,
615,,Melbourne,britain,cl,,,,,,
616,,Sydney,britain,cl,,,,,,
617,,Birmingham,britain,cl,,,,,,
618,,Lowestoft,britain,cl,,,,,,
619,,Nottingham,britain,cl,,,,,,
620,,Adelaide,britain,cl,,,,,,
621,,Birkenhead,britain,cl,,,,,,
622,,Chester,britain,cl,,,,,,
623,,Aurora,britain,cl,,,,,,
624,,Galatea,britain,cl,,,,,,
625,,Inconstant,britain,cl,,,,,,
626,,Penelope,britain,cl,,,,,,
627,,Royalist,britain,cl,,,,,,
628,,Undaunted,britain,cl,,,,,,
629,,Caroline,britain,cl,,,,,,
630,,Canterbury,britain,cl,,,,,,
631,,Castor,britain,cl,,,,,,
632,,Centaur,britain,cl,,,,,,
633,,Concord,britain,cl,,,,,,
634,,Caledon,britain,cl,,,,,,
635,,Cassandra,britain,cl,,,,,,
636,,Caradoc,britain,cl,,,,,,
637,,Ceres,britain,cl,,,,,,
638,,Cardiff,britain,cl,,,,,,
639,,Coventry,britain,cl,,,,,,
640,,Curlew,britain,cl,,,,,,
641,,Carlisle,britain,cl,,,,,,
642,,Cairo,britain,cl,,,,,,
643,,Calcutta,britain,cl,,,,,,
644,,Capetown,britain,cl,,,,,,
645,,Colombo,britain,cl,,,,,,
646,,Danae,britain,cl,,,,,,
647,,Dauntless,britain,cl,,,,,,
648,,Dragon,britain,cl,,,,,,
649,,Delhi,britain,cl,,,,,,
650,,Dunedin,britain,cl,,,,,,
651,,Durban,britain,cl,,,,,,
652,,Despatch,britain,cl,,,,,,
653,,Diomede,britain,cl,,,,,,
654,,Emerald,britain,cl,,,,,,
655,,Enterprise,britain,cl,,,,,,
656,,Achilles,britain,cl,,,,,,
657,,Ajax,britain,cl,,,,,,
658,,Neptune,britain,cl,,,,,,
659,,Orion,britain,cl,,,,,,
660,,Perth,britain,cl,,,,,,
661,,Hobart,britain,cl,,,,,,
662,,Town,britain,cl,,,,,,
663,,Sheffield,britain,cl,,,,,,
664,,Manchester,britain,cl,,,,,,
665,,Edinburgh,britain,cl,,,,,,
666,,Belfast,britain,cl,,,,,,
667,,Euryalus,britain,cl,,,,,,
668,,Argonaut,britain,cl,,,,,,
669,,Black Prince,britain,cl,,,,,,
670,,Diadem,britain,cl,,,,,,
671,,Crown Colony,britain,cl,,,,,,
672,,Newfoundland,britain,cl,,,,,,
673,,Superb,britain,cl,,,,,,
674,,Lion,britain,cl,,,,,,
675,,Blake,britain,cl,,,,,,
676,,Derwent,britain,dd,,,,,,
677,,Eden,britain,dd,,,,,,
678,,Waveney,britain,dd,,,,,,
679,,Boyne,britain,dd,,,,,,
680,,Doon,britain,dd,,,,,,
681,,Kale,britain,dd,,,,,,
682,,Palmer,britain,dd,,,,,,
683,,Erne,britain,dd,,,,,,
684,,Ettrick,britain,dd,,,,,,
685,,Exe,britain,dd,,,,,,
686,,Cherwell,britain,dd,,,,,,
687,,Dee,britain,dd,,,,,,
688,,Rother,britain,dd,,,,,,
689,,Swale,britain,dd,,,,,,
690,,Ure,britain,dd,,,,,,
691,,Wear,britain,dd,,,,,,
692,,Yarrow,britain,dd,,,,,,
693,,Ribble,britain,dd,,,,,,
694,,Teviot,britain,dd,,,,,,
695,,Usk,britain,dd,,,,,,
696,,Welland,britain,dd,,,,,,
697,,Gala,britain,dd,,,,,,
698,,Garry,britain,dd,,,,,,
699,,Laird,britain,dd,,,,,,
700,,Foyle,britain,dd,,,,,,
701,,Itchen,britain,dd,,,,,,
702,,Arun,britain,dd,,,,,,
703,,Blackwater,britain,dd,,,,,,
704,,Liffey,britain,dd,,,,,,
705,,Moy,britain,dd,,,,,,
706,,Ouse,britain,dd,,,,,,
707,,Stour,britain,dd,,,,,,
708,,Test,britain,dd,,,,,,
709,,Kennet,britain,dd,,,,,,
710,,Jed,britain,dd,,,,,,
711,,Chelmer,britain,dd,,,,,,
712,,Colne,britain,dd,,,,,,
713,,Ness,britain,dd,,,,,,
714,,Nith,britain,dd,,,,,,
715,,Cricket,britain,dd,,,,,,
716,,Dragonfly,britain,dd,,,,,,
717,,Firefly,britain,dd,,,,,,
718,,Sandfly,britain,dd,,,,,,
719,,Spider,britain,dd,,,,,,
720,,Gadfly,britain,dd,,,,,,
721,,Glowworm,britain,dd,,,,,,
722,,Gnat,britain,dd,,,,,,
723,,Grasshopper,britain,dd,,,,,,
724,,Greenfly,britain,dd,,,,,,
725,,Mayfly,britain,dd,,,,,,
726,,Moth,britain,dd,,,,,,
727,,Afridi,britain,dd,,,,,,
728,,Cossack,britain,dd,,,,,,
729,,Ghurka,britain,dd,,,,,,
730,,Mohawk,britain,dd,,,,,,
731,,Tartar,britain,dd,,,,,,
732,,Amazon,britain,dd,,,,,,
733,,Saracen,britain,dd,,,,,,
734,,Crusader,britain,dd,,,,,,
735,,Maori,britain,dd,,,,,,
736,,Nubian,britain,dd,,,,,,
737,,Viking,britain,dd,,,,,,
738,,Harper,britain,dd,,,,,,
739,,Zulu,britain,dd,,,,,,
740,,Basilisk,britain,dd,,,,,,
741,,Beagle,britain,dd,,,,,,
742,,Bulldog,britain,dd,,,,,,
743,,Foxhound,britain,dd,,,,,,
744,,Mosquito,britain,dd,,,,,,
745,,Nautilus,britain,dd,,,,,,
746,,Rattlesnake,britain,dd,,,,,,
747,,Savage,britain,dd,,,,,,
748,,Scorpion,britain,dd,,,,,,
749,,Wolverine,britain,dd,,,,,,
750,,Acorn,britain,dd,,,,,,
751,,Alarm,britain,dd,,,,,,
752,,Brisk,britain,dd,,,,,,
753,,Cameleon,britain,dd,,,,,,
754,,Comet,britain,dd,,,,,,
755,,Fury,britain,dd,,,,,,
756,,Goldfinch,britain,dd,,,,,,
757,,Hope,britain,dd,,,,,,
758,,Larne,britain,dd,,,,,,
759,,Lyra,britain,dd,,,,,,
760,,Martin,britain,dd,,,,,,
761,,Minstrel,britain,dd,,,,,,
762,,Nemesis,britain,dd,,,,,,
763,,Nereide,britain,dd,,,,,,
764,,Nymphe,britain,dd,,,,,,
765,,Redpole,britain,dd,,,,,,
766,,Rifleman,britain,dd,,,,,,
767,,Ruby,britain,dd,,,,,,
768,,Sheldrake,britain,dd,,,,,,
769,,Staunch,britain,dd,,,,,,
770,,Acheron,britain,dd,,,,,,
771,,Archer,britain,dd,,,,,,
772,,Ariel,britain,dd,,,,,,
773,,Attack,britain,dd,,,,,,
774,,Badger,britain,dd,,,,,,
775,,Beaver,britain,dd,,,,,,
776,,Defender,britain,dd,,,,,,
777,,Druid,britain,dd,,,,,,
778,,Ferret,britain,dd,,,,,,
779,,Forester,britain,dd,,,,,,
780,,Goshawk,britain,dd,,,,,,
781,,Hind,britain,dd,,,,,,
782,,Hornet,britain,dd,,,,,,
783,,Hydra,britain,dd,,,,,,
784,,Jackal,britain,dd,,,,,,
785,,Lapwing,britain,dd,,,,,,
786,,Lizard,britain,dd,,,,,,
787,,Phoenix,britain,dd,,,,,,
788,,Tigress,britain,dd,,,,,,
789,,Firedrake,britain,dd,,,,,,
790,,Lurcher,britain,dd,,,,,,
791,,Oak,britain,dd,,,,,,
792,,Parramatta,britain,dd,,,,,,
793,,Yarra,britain,dd,,,,,,
794,,Warrego,britain,dd,,,,,,
795,,Huon,britain,dd,,,,,,
796,,Swan,britain,dd,,,,,,
797,,Torrens,britain,dd,,,,,,
798,,Acasta,britain,dd,,,,,,
799,,Achates,britain,dd,,,,,,
800,,Ambuscade,britain,dd,,,,,,
801,,Christopher,britain,dd,,,,,,
802,,Cockatrice,britain,dd,,,,,,
803,,Contest,britain,dd,,,,,,
804,,Lynx,britain,dd,,,,,,
805,,Midge,britain,dd,,,,,,
806,,Owl,britain,dd,,,,,,
807,,Shark,britain,dd,,,,,,
808,,Sparrowhawk,britain,dd,,,,,,
809,,Spitfire,britain,dd,,,,,,
810,,Ardent,britain,dd,,,,,,
811,,Fortune,britain,dd,,,,,,
812,,Garland,britain,dd,,,,,,
813,,Hardy,britain,dd,,,,,,
814,,Paragon,britain,dd,,,,,,
815,,Porpoise,britain,dd,,,,,,
816,,Unity,britain,dd,,,,,,
817,,Victor,britain,dd,,,,,,
818,,Swift,britain,dd,,,,,,
819,,Laertes,britain,dd,,,,,,
820,,Laforey,britain,dd,,,,,,
821,,Lance,britain,dd,,,,,,
822,,Landrail,britain,dd,,,,,,
823,,Lark,britain,dd,,,,,,
824,,Lassoo,britain,dd,,,,,,
825,,Laurel,britain,dd,,,,,,
826,,Laverock,britain,dd,,,,,,
827,,Lawford,britain,dd,,,,,,
828,,Legion,britain,dd,,,,,,
829,,Lennox,britain,dd,,,,,,
830,,Leonidas,britain,dd,,,,,,
831,,Liberty,britain,dd,,,,,,
832,,Linnet,britain,dd,,,,,,
833,,Llewellyn,britain,dd,,,,,,
834,,Lochinvar,britain,dd,,,,,,
835,,Lookout,britain,dd,,,,,,
836,,Louis,britain,dd,,,,,,
837,,Loyal,britain,dd,,,,,,
838,,Lucifer,britain,dd,,,,,,
839,,Lydiard,britain,dd,,,,,,
840,,Lysander,britain,dd,,,,,,
841,,Arno,britain,dd,,,,,,
842,,Murray,britain,dd,,,,,,
843,,Myngs,britain,dd,,,,,,
844,,Matchless,britain,dd,,,,,,
845,,Milne,britain,dd,,,,,,
846,,Morris,britain,dd,,,,,,
847,,Moorsom,britain,dd,,,,,,
848,,Mons,britain,dd,,,,,,
849,,Marne,britain,dd,,,,,,
850,,Michael,britain,dd,,,,,,
851,,Milbrook,britain,dd,,,,,,
852,,Minion,britain,dd,,,,,,
853,,Munster,britain,dd,,,,,,
854,,Mystic,britain,dd,,,,,,
855,,Maenad,britain,dd,,,,,,
856,,Magic,britain,dd,,,,,,
857,,Moresby,britain,dd,,,,,,
858,,Mandate,britain,dd,,,,,,
859,,Manners,britain,dd,,,,,,
860,,Marmion,britain,dd,,,,,,
861,,Martial,britain,dd,,,,,,
862,,Mary Rose,britain,dd,,,,,,
863,,Menace,britain,dd,,,,,,
864,,Mameluke,britain,dd,,,,,,
865,,Marvel,britain,dd,,,,,,
866,,Mindful,britain,dd,,,,,,
867,,Mischief,britain,dd,,,,,,
868,,Nonsuch,britain,dd,,,,,,
869,,Negro,britain,dd,,,,,,
870,,Nepean,britain,dd,,,,,,
871,,Nereus,britain,dd,,,,,,
872,,Nessus,britain,dd,,,,,,
873,,Nestor,britain,dd,,,,,,
874,,Noble,britain,dd,,,,,,
875,,Nomad,britain,dd,,,,,,
876,,Nizam,britain,dd,,,,,,
877,,Nonpareil,britain,dd,,,,,,
878,,Norman,britain,dd,,,,,,
879,,Northesk,britain,dd,,,,,,
880,,North Star,britain,dd,,,,,,
881,,Nugent,britain,dd,,,,,,
882,,Obedient,britain,dd,,,,,,
883,,Obdurate,britain,dd,,,,,,
884,,Onslaught,britain,dd,,,,,,
885,,Onslow,britain,dd,,,,,,
886,,Opal,britain,dd,,,,,,
887,,Ophelia,britain,dd,,,,,,
888,,Opportune,britain,dd,,,,,,
889,,Oracle,britain,dd,,,,,,
890,,Orestes,britain,dd,,,,,,
891,,Orford,britain,dd,,,,,,
892,,Orpheus,britain,dd,,,,,,
893,,Octavia,britain,dd,,,,,,
894,,Ossory,britain,dd,,,,,,
895,,Napier,britain,dd,,,,,,
896,,Narborough,britain,dd,,,,,,
897,,Narwhal,britain,dd,,,,,,
898,,Nicator,britain,dd,,,,,,
899,,Orcadia,britain,dd,,,,,,
900,,Oriana,britain,dd,,,,,,
901,,Paladin,britain,dd,,,,,,
902,,Parthian,britain,dd,,,,,,
903,,Norseman,britain,dd,,,,,,
904,,Oberon,britain,dd,,,,,,
905,,Observer,britain,dd,,,,,,
906,,Offa,britain,dd,,,,,,
907,,Oriole,britain,dd,,,,,,
908,,Osiris,britain,dd,,,,,,
909,,Partridge,britain,dd,,,,,,
910,,Pasley,britain,dd,,,,,,
911,,Medina,britain,dd,,,,,,
912,,Medway,britain,dd,,,,,,
913,,Pelican,britain,dd,,,,,,
914,,Pellew,britain,dd,,,,,,
915,,Penn,britain,dd,,,,,,
916,,Peregrine,britain,dd,,,,,,
917,,Petard,britain,dd,,,,,,
918,,Peyton,britain,dd,,,,,,
919,,Pheasant,britain,dd,,,,,,
920,,Phoebe,britain,dd,,,,,,
921,,Pigeon,britain,dd,,,,,,
922,,Plover,britain,dd,,,,,,
923,,Plucky,britain,dd,,,,,,
924,,Portia,britain,dd,,,,,,
925,,Prince,britain,dd,,,,,,
926,,Pylades,britain,dd,,,,,,
927,,Mentor,britain,dd,,,,,,
928,,Mansfield,britain,dd,,,,,,
929,,Miranda,britain,dd,,,,,,
930,,Minos,britain,dd,,,,,,
931,,Manley,britain,dd,,,,,,
932,,Moon,britain,dd,,,,,,
933,,Morning Star,britain,dd,,,,,,
934,,Mounsey,britain,dd,,,,,,
935,,Musketeer,britain,dd,,,,,,
936,,Nerissa,britain,dd,,,,,,
937,,Relentless,britain,dd,,,,,,
938,,Rival,britain,dd,,,,,,
939,,Meteor,britain,dd,,,,,,
940,,Mastiff,britain,dd,,,,,,
941,,Patrician,britain,dd,,,,,,
942,,Patriot,britain,dd,,,,,,
943,,Rapid,britain,dd,,,,,,
944,,Talisman,britain,dd,,,,,,
945,,Termagant,britain,dd,,,,,,
946,,Trident,britain,dd,,,,,,
947,,Turbulent,britain,dd,,,,,,
948,,Faulknor,britain,dd,,,,,,
949,,Kempenfelt,britain,dd,,,,,,
950,,Nimrod,britain,dd,,,,,,
951,,Abdiel,britain,dd,,,,,,
952,,Gabriel,britain,dd,,,,,,
953,,Ithuriel,britain,dd,,,,,,
954,,Parker,britain,dd,,,,,,
955,,Grenville,britain,dd,,,,,,
956,,Hoste,britain,dd,,,,,,
957,,Seymour,britain,dd,,,,,,
958,,Saumarez,britain,dd,,,,,,
959,,Anzac,britain,dd,,,,,,
960,,Radstock,britain,dd,,,,,,
961,,Raider,britain,dd,,,,,,
962,,Romola,britain,dd,,,,,,
963,,Rowena,britain,dd,,,,,,
964,,Restless,britain,dd,,,,,,
965,,Rigorous,britain,dd,,,,,,
966,,Rocket,britain,dd,,,,,,
967,,Rob Roy,britain,dd,,,,,,
968,,Redgauntlet,britain,dd,,,,,,
969,,Redoubt,britain,dd,,,,,,
970,,Recruit,britain,dd,,,,,,
971,,Sable,britain,dd,,,,,,
972,,Setter,britain,dd,,,,,,
973,,Salmon,britain,dd,,,,,,
974,,Sylph,britain,dd,,,,,,
975,,Sarpedon,britain,dd,,,,,,
976,,Sorceress,britain,dd,,,,,,
977,,Sturgeon,britain,dd,,,,,,
978,,Sceptre,britain,dd,,,,,,
979,,Satyr,britain,dd,,,,,,
980,,Sharpshooter,britain,dd,,,,,,
981,,Simoom,britain,dd,,,,,,
982,,Skate,britain,dd,,,,,,
983,,Skilful,britain,dd,,,,,,
984,,Springbok,britain,dd,,,,,,
985,,Starfish,britain,dd,,,,,,
986,,Stork,britain,dd,,,,,,
987,,Tancred,britain,dd,,,,,,
988,,Tarpon,britain,dd,,,,,,
989,,Telemachus,britain,dd,,,,,,
990,,Tempest,britain,dd,,,,,,
991,,Tenacious,britain,dd,,,,,,
992,,Tetrarch,britain,dd,,,,,,
993,,Thisbe,britain,dd,,,,,,
994,,Thruster,britain,dd,,,,,,
995,,Tormentor,britain,dd,,,,,,
996,,Tornado,britain,dd,,,,,,
997,,Torrent,britain,dd,,,,,,
998,,Torrid,britain,dd,,,,,,
999,,Trenchant,britain,dd,,,,,,
1000,,Tristram,britain,dd,,,,,,
1001,,Tirade,britain,dd,,,,,,
1002,,Tower,britain,dd,,,,,,
1003,,Ulster,britain,dd,,,,,,
1004,,Ulysses,britain,dd,,,,,,
1005,,Umpire,britain,dd,,,,,,
1006,,Undine,britain,dd,,,,,,
1007,,Urchin,britain,dd,,,,,,
1008,,Ursa,britain,dd,,,,,,
1009,,Ursula,britain,dd,,,,,,
1010,,Rosalind,britain,dd,,,,,,
1011,,Radiant,britain,dd,,,,,,
1012,,Retriever,britain,dd,,,,,,
1013,,Taurus,britain,dd,,,,,,
1014,,Teazer,britain,dd,,,,,,
1015,,Sabrina,britain,dd,,,,,,
1016,,Strongbow,britain,dd,,,,,,
1017,,Surprise,britain,dd,,,,,,
1018,,Sybille,britain,dd,,,,,,
1019,,Truculent,britain,dd,,,,,,
1020,,Tyrant,britain,dd,,,,,,
1021,,Ulleswater,britain,dd,,,,,,
1022,,Scimitar,britain,dd,,,,,,
1023,,Scotsman,britain,dd,,,,,,
1024,,Scout,britain,dd,,,,,,
1025,,Senator,britain,dd,,,,,,
1026,,Sepoy,britain,dd,,,,,,
1027,,Seraph,britain,dd,,,,,,
1028,,Shamrock,britain,dd,,,,,,
1029,,Shikari,britain,dd,,,,,,
1030,,Success,britain,dd,,,,,,
1031,,Sikh,britain,dd,,,,,,
1032,,Sirdar,britain,dd,,,,,,
1033,,Somme,britain,dd,,,,,,
1034,,Steadfast,britain,dd,,,,,,
1035,,Sterling,britain,dd,,,,,,
1036,,Swallow,britain,dd,,,,,,
1037,,Swordsman,britain,dd,,,,,,
1038,,Sabre,britain,dd,,,,,,
1039,,Saladin,britain,dd,,,,,,
1040,,Splendid,britain,dd,,,,,,
1041,,Tribune,britain,dd,,,,,,
1042,,Trinidad,britain,dd,,,,,,
1043,,Tactician,britain,dd,,,,,,
1044,,Tara,britain,dd,,,,,,
1045,,Tasmania,britain,dd,,,,,,
1046,,Tattoo,britain,dd,,,,,,
1047,,Scythe,britain,dd,,,,,,
1048,,Seabear,britain,dd,,,,,,
1049,,Seafire,britain,dd,,,,,,
1050,,Searcher,britain,dd,,,,,,
1051,,Seawolf,britain,dd,,,,,,
1052,,Serapis,britain,dd,,,,,,
1053,,Serene,britain,dd,,,,,,
1054,,Sesame,britain,dd,,,,,,
1055,,Spear,britain,dd,,,,,,
1056,,Spindrift,britain,dd,,,,,,
1057,,Tenedos,britain,dd,,,,,,
1058,,Thanet,britain,dd,,,,,,
1059,,Thracian,britain,dd,,,,,,
1060,,Stonehenge,britain,dd,,,,,,
1061,,Stormcloud,britain,dd,,,,,,
1062,,Strenuous,britain,dd,,,,,,
1063,,Stronghold,britain,dd,,,,,,
1064,,Sturdy,britain,dd,,,,,,
1065,,Sardonyx,britain,dd,,,,,,
1066,,Saturn,britain,dd,,,,,,
1067,,Sycamore,britain,dd,,,,,,
1068,,Sportive,britain,dd,,,,,,
1069,,Stalwart,britain,dd,,,,,,
1070,,Tilbury,britain,dd,,,,,,
1071,,Tintagel,britain,dd,,,,,,
1072,,Trojan,britain,dd,,,,,,
1073,,Truant,britain,dd,,,,,,
1074,,Trusty,britain,dd,,,,,,
1075,,Speedy,britain,dd,,,,,,
1076,,Tobago,britain,dd,,,,,,
1077,,Torbay,britain,dd,,,,,,
1078,,Toreador,britain,dd,,,,,,
1079,,Tourmaline,britain,dd,,,,,,
1080,,Torch,britain,dd,,,,,,
1081,,Tomahawk,britain,dd,,,,,,
1082,,Tryphon,britain,dd,,,,,,
1083,,Tumult,britain,dd,,,,,,
1084,,Turquoise,britain,dd,,,,,,
1085,,Tuscan,britain,dd,,,,,,
1086,,Tyrian,britain,dd,,,,,,
1087,,Vancouver,britain,dd,,,,,,
1088,,Vanessa,britain,dd,,,,,,
1089,,Vanity,britain,dd,,,,,,
1090,,Vanoc,britain,dd,,,,,,
1091,,Vanquisher,britain,dd,,,,,,
1092,,Vectis,britain,dd,,,,,,
1093,,Vega,britain,dd,,,,,,
1094,,Vehement,britain,dd,,,,,,
1095,,Velox,britain,dd,,,,,,
1096,,Vendetta,britain,dd,,,,,,
1097,,Venetia,britain,dd,,,,,,
1098,,Venturous,britain,dd,,,,,,
1099,,Verdun,britain,dd,,,,,,
1100,,Versatile,britain,dd,,,,,,
1101,,Verulam,britain,dd,,,,,,
1102,,Vesper,britain,dd,,,,,,
1103,,Vidette,britain,dd,,,,,,
1104,,Vimiera,britain,dd,,,,,,
1105,,Violent,britain,dd,,,,,,
1106,,Vittoria,britain,dd,,,,,,
1107,,Vivacious,britain,dd,,,,,,
1108,,Vivien,britain,dd,,,,,,
1109,,Vortigern,britain,dd,,,,,,
1110,,Voyager,britain,dd,,,,,,
1111,,Wakeful,britain,dd,,,,,,
1112,,Walker,britain,dd,,,,,,
1113,,Walpole,britain,dd,,,,,,
1114,,Walrus,britain,dd,,,,,,
1115,,Warwick,britain,dd,,,,,,
1116,,Watchman,britain,dd,,,,,,
1117,,Waterhen,britain,dd,,,,,,
1118,,Wessex,britain,dd,,,,,,
1119,,Westcott,britain,dd,,,,,,
1120,,Westminster,britain,dd,,,,,,
1121,,Whirlwind,britain,dd,,,,,,
1122,,Whitley,britain,dd,,,,,,
1123,,Winchelsea,britain,dd,,,,,,
1124,,Winchester,britain,dd,,,,,,
1125,,Windsor,britain,dd,,,,,,
1126,,Wolfhound,britain,dd,,,,,,
1127,,Wrestler,britain,dd,,,,,,
1128,,Wryneck,britain,dd,,,,,,
1129,,Wayfarer,britain,dd,,,,,,
1130,,Woodpecker,britain,dd,,,,,,
1131,,Viceroy,britain,dd,,,,,,
1132,,Viscount,britain,dd,,,,,,
1133,,Wolsey,britain,dd,,,,,,
1134,,Woolston,britain,dd,,,,,,
1135,,Wishart,britain,dd,,,,,,
1136,,Witch,britain,dd,,,,,,
1137,,Vansittart,britain,dd,,,,,,
1138,,Vantage,britain,dd,,,,,,
1139,,Venomous,britain,dd,,,,,,
1140,,Verity,britain,dd,,,,,,
1141,,Volunteer,britain,dd,,,,,,
1142,,Votary,britain,dd,,,,,,
1143,,Wanderer,britain,dd,,,,,,
1144,,Warren,britain,dd,,,,,,
1145,,Welfare,britain,dd,,,,,,
1146,,Whitehall,britain,dd,,,,,,
1147,,Whitehead,britain,dd,,,,,,
1148,,Wren,britain,dd,,,,,,
1149,,Wye,britain,dd,,,,,,
1150,,Vashon,britain,dd,,,,,,
1151,,Vengeful,britain,dd,,,,,,
1152,,Veteran,britain,dd,,,,,,
1153,,Vigo,britain,dd,,,,,,
1154,,Vigorous,britain,dd,,,,,,
1155,,Virulent,britain,dd,,,,,,
1156,,Volage,britain,dd,,,,,,
1157,,Volcano,britain,dd,,,,,,
1158,,Wager,britain,dd,,,,,,
1159,,Wake,britain,dd,,,,,,
1160,,Waldegrave,britain,dd,,,,,,
1161,,Walton,britain,dd,,,,,,
1162,,Whitaker,britain,dd,,,,,,
1163,,Watson,britain,dd,,,,,,
1164,,Wave,britain,dd,,,,,,
1165,,Weazel,britain,dd,,,,,,
1166,,White Bear,britain,dd,,,,,,
1167,,Wellesley,britain,dd,,,,,,
1168,,Wheeler,britain,dd,,,,,,
1169,,Whip,britain,dd,,,,,,
1170,,Whippet,britain,dd,,,,,,
1171,,Whelp,britain,dd,,,,,,
1172,,Whitshed,britain,dd,,,,,,
1173,,Willoughby,britain,dd,,,,,,
1174,,Winter,britain,dd,,,,,,
1175,,Witherington,britain,dd,,,,,,
1176,,Wivern,britain,dd,,,,,,
1177,,Worcester,britain,dd,,,,,,
1178,,Wrangler,britain,dd,,,,,,
1179,,Werewolf,britain,dd,,,,,,
1180,,Westphal,britain,dd,,,,,,
1181,,Yeoman,britain,dd,,,,,,
1182,,Zealous,britain,dd,,,,,,
