#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
gun_19_x4,,483,gun_19_x4,,,dreadnought_gun_305_x4,1.77,1.85,0.725,1.07,dreadnought_gun_c_305_x4,1.77,1.85,0.725,1,nelson_gun_406_x4,1.425,1.495,0.725,0.83,kgeorge_gun_380_x4_c,1.72,1.795,0.725,0.68,richelieu_gun_380_x4,1.52,1.595,0.725,0.79,,,,,,,,,,,,,,,,,,,
gun_20_x1,,508,gun_20_x1,,,dreadnought_gun_305_x1,1.86,1.94,1.05,1.06,dreadnought_gun_c_305_x1,1.86,1.94,1.05,1,nelson_gun_406_x1,1.5,1.57,1.05,0.82,kgeorge_gun_380_x1_c,1.81,1.885,1.05,0.68,richelieu_gun_380_x1,1.6,1.675,1.05,0.79,,,,,,,,,,,,,,,,,,,
gun_20_x2,,508,gun_20_x2,,,dreadnought_gun_305_x2,1.86,1.94,0.85,1.06,dreadnought_gun_c_305_x2,1.86,1.94,0.85,1,nelson_gun_406_x2,1.5,1.57,0.85,0.82,kgeorge_gun_380_x2_c,1.81,1.885,0.85,0.68,richelieu_gun_380_x2,1.6,1.675,0.85,0.79,,,,,,,,,,,,,,,,,,,
gun_20_x3,,508,gun_20_x3,,,dreadnought_gun_305_x3,1.86,1.94,0.7,1.06,dreadnought_gun_c_305_x3,1.86,1.94,0.7,1,nelson_gun_406_x3,1.5,1.57,0.7,0.82,kgeorge_gun_380_x3_c,1.81,1.885,0.7,0.68,richelieu_gun_380_x3,1.6,1.675,0.7,0.79,,,,,,,,,,,,,,,,,,,
gun_20_x4,,508,gun_20_x4,,,dreadnought_gun_305_x4,1.86,1.94,0.65,1.06,dreadnought_gun_c_305_x4,1.86,1.94,0.65,1,nelson_gun_406_x4,1.5,1.57,0.65,0.82,kgeorge_gun_380_x4_c,1.81,1.885,0.65,0.68,richelieu_gun_380_x4,1.6,1.675,0.65,0.79,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casemate_2,,51,casemate_2,,,casemate_gun_150_x1,0.33,0.49,10.5,2.45,casemate_gun_150_x1,0.33,0.49,10.5,2.6,casemate_gun_150_x1,0.33,0.49,10.5,2.74,casemate_gun_150_x1,0.33,0.49,10.5,2.9,casemate_gun_150_x1,0.33,0.49,10.5,3.05,,,,,,,,,,,,,,,,,,,
casemate_3,,76,casemate_3,,,casemate_gun_150_x1,0.5,0.66,9,2.06,casemate_gun_150_x1,0.5,0.66,9,2.18,casemate_gun_150_x1,0.5,0.66,9,2.3,casemate_gun_150_x1,0.5,0.66,9,2.42,casemate_gun_150_x1,0.5,0.66,9,2.55,,,,,,,,,,,,,,,,,,,
casemate_4,,102,casemate_4,,,casemate_gun_150_x1,0.67,0.83,7.5,1.7,casemate_gun_150_x1,0.67,0.83,7.5,1.78,casemate_gun_150_x1,0.67,0.83,7.5,1.9,casemate_gun_150_x1,0.67,0.83,7.5,1.98,casemate_gun_150_x1,0.67,0.83,7.5,2.1,,,,,,,,,,,,,,,,,,,
casemate_5,,127,casemate_5,,,casemate_gun_150_x1,0.84,1,5,1.32,casemate_gun_150_x1,0.84,1,5,1.38,casemate_gun_150_x1,0.84,1,5,1.48,casemate_gun_150_x1,0.84,1,5,1.56,casemate_gun_150_x1,0.84,1,5,1.64,,,,,,,,,,,,,,,,,,,
casemate_6,,152,casemate_6,,,casemate_gun_150_x1,1.01,1.17,3.8,1.24,casemate_gun_150_x1,1.01,1.17,3.8,1.3,casemate_gun_150_x1,1.01,1.17,3.8,1.4,casemate_gun_150_x1,1.01,1.17,3.8,1.46,casemate_gun_150_x1,1.01,1.17,3.8,1.54,,,,,,,,,,,,,,,,,,,
casemate_7,,178,casemate_7,,,casemate_gun_150_x1,1.18,1.34,3.4,1.2,casemate_gun_150_x1,1.18,1.34,3.4,1.26,casemate_gun_150_x1,1.18,1.34,3.4,1.36,casemate_gun_150_x1,1.18,1.34,3.4,1.42,casemate_gun_150_x1,1.18,1.34,3.4,1.5,,,,,,,,,,,,,,,,,,,
casemate_8,,203,casemate_8,,,casemate_gun_150_x1,1.35,1.51,2.9,1.18,casemate_gun_150_x1,1.35,1.51,2.9,1.24,casemate_gun_150_x1,1.35,1.51,2.9,1.32,casemate_gun_150_x1,1.35,1.51,2.9,1.38,casemate_gun_150_x1,1.35,1.51,2.9,1.46,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_15,,15,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_15,,15,torpedo_x1,,,torpedo_x1,0.825,0.825,,,torpedo_x1,0.845,0.845,,,moga_torpedo_x1,0.63,0.63,,,akizuki_torpedo_x1,0.63,0.63,,,spee_torpedo_x1,0.63,0.63,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_15,,15,torpedo_x2,,,torpedo_x2,0.825,0.825,,,torpedo_x2,0.845,0.845,,,moga_torpedo_x2,0.63,0.63,,,akizuki_torpedo_x2,0.63,0.63,,,spee_torpedo_x2,0.63,0.63,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_15,,15,torpedo_x3,,,torpedo_x3,0.825,0.825,,,torpedo_x3,0.845,0.845,,,moga_torpedo_x3,0.63,0.63,,,akizuki_torpedo_x3,0.63,0.63,,,spee_torpedo_x3,0.63,0.63,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_15,,15,torpedo_x4,,,torpedo_x4,0.825,0.825,,,torpedo_x4,0.845,0.845,,,moga_torpedo_x4,0.63,0.63,,,akizuki_torpedo_x4,0.63,0.63,,,spee_torpedo_x4,0.63,0.63,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_15,,15,torpedo_x5,,,torpedo_x5,0.825,0.825,,,torpedo_x5,0.845,0.845,,,moga_torpedo_x5,0.63,0.63,,,akizuki_torpedo_x5,0.63,0.63,,,spee_torpedo_x5,0.63,0.63,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_16,,16,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_16,,16,torpedo_x1,,,torpedo_x1,0.86,0.86,,,torpedo_x1,0.88,0.88,,,moga_torpedo_x1,0.66,0.66,,,akizuki_torpedo_x1,0.66,0.66,,,spee_torpedo_x1,0.66,0.66,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_16,,16,torpedo_x2,,,torpedo_x2,0.86,0.86,,,torpedo_x2,0.88,0.88,,,moga_torpedo_x2,0.66,0.66,,,akizuki_torpedo_x2,0.66,0.66,,,spee_torpedo_x2,0.66,0.66,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_16,,16,torpedo_x3,,,torpedo_x3,0.86,0.86,,,torpedo_x3,0.88,0.88,,,moga_torpedo_x3,0.66,0.66,,,akizuki_torpedo_x3,0.66,0.66,,,spee_torpedo_x3,0.66,0.66,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_16,,16,torpedo_x4,,,torpedo_x4,0.86,0.86,,,torpedo_x4,0.88,0.88,,,moga_torpedo_x4,0.66,0.66,,,akizuki_torpedo_x4,0.66,0.66,,,spee_torpedo_x4,0.66,0.66,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_16,,16,torpedo_x5,,,torpedo_x5,0.86,0.86,,,torpedo_x5,0.88,0.88,,,moga_torpedo_x5,0.66,0.66,,,akizuki_torpedo_x5,0.66,0.66,,,spee_torpedo_x5,0.66,0.66,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_17,,17,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_17,,17,torpedo_x1,,,torpedo_x1,0.895,0.895,,,torpedo_x1,0.915,0.915,,,moga_torpedo_x1,0.69,0.69,,,akizuki_torpedo_x1,0.69,0.69,,,spee_torpedo_x1,0.69,0.69,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_17,,17,torpedo_x2,,,torpedo_x2,0.895,0.895,,,torpedo_x2,0.915,0.915,,,moga_torpedo_x2,0.69,0.69,,,akizuki_torpedo_x2,0.69,0.69,,,spee_torpedo_x2,0.69,0.69,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_17,,17,torpedo_x3,,,torpedo_x3,0.895,0.895,,,torpedo_x3,0.915,0.915,,,moga_torpedo_x3,0.69,0.69,,,akizuki_torpedo_x3,0.69,0.69,,,spee_torpedo_x3,0.69,0.69,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_17,,17,torpedo_x4,,,torpedo_x4,0.895,0.895,,,torpedo_x4,0.915,0.915,,,moga_torpedo_x4,0.69,0.69,,,akizuki_torpedo_x4,0.69,0.69,,,spee_torpedo_x4,0.69,0.69,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_17,,17,torpedo_x5,,,torpedo_x5,0.895,0.895,,,torpedo_x5,0.915,0.915,,,moga_torpedo_x5,0.69,0.69,,,akizuki_torpedo_x5,0.69,0.69,,,spee_torpedo_x5,0.69,0.69,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_18,,18,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_18,,18,torpedo_x1,,,torpedo_x1,0.93,0.93,,,torpedo_x1,0.95,0.95,,,moga_torpedo_x1,0.72,0.72,,,akizuki_torpedo_x1,0.72,0.72,,,spee_torpedo_x1,0.72,0.72,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_18,,18,torpedo_x2,,,torpedo_x2,0.93,0.93,,,torpedo_x2,0.95,0.95,,,moga_torpedo_x2,0.72,0.72,,,akizuki_torpedo_x2,0.72,0.72,,,spee_torpedo_x2,0.72,0.72,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_18,,18,torpedo_x3,,,torpedo_x3,0.93,0.93,,,torpedo_x3,0.95,0.95,,,moga_torpedo_x3,0.72,0.72,,,akizuki_torpedo_x3,0.72,0.72,,,spee_torpedo_x3,0.72,0.72,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_18,,18,torpedo_x4,,,torpedo_x4,0.93,0.93,,,torpedo_x4,0.95,0.95,,,moga_torpedo_x4,0.72,0.72,,,akizuki_torpedo_x4,0.72,0.72,,,spee_torpedo_x4,0.72,0.72,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_18,,18,torpedo_x5,,,torpedo_x5,0.93,0.93,,,torpedo_x5,0.95,0.95,,,moga_torpedo_x5,0.72,0.72,,,akizuki_torpedo_x5,0.72,0.72,,,spee_torpedo_x5,0.72,0.72,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_19,,19,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_19,,19,torpedo_x1,,,torpedo_x1,0.965,0.965,,,torpedo_x1,0.985,0.985,,,moga_torpedo_x1,0.75,0.75,,,akizuki_torpedo_x1,0.75,0.75,,,spee_torpedo_x1,0.75,0.75,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_19,,19,torpedo_x2,,,torpedo_x2,0.965,0.965,,,torpedo_x2,0.985,0.985,,,moga_torpedo_x2,0.75,0.75,,,akizuki_torpedo_x2,0.75,0.75,,,spee_torpedo_x2,0.75,0.75,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_19,,19,torpedo_x3,,,torpedo_x3,0.965,0.965,,,torpedo_x3,0.985,0.985,,,moga_torpedo_x3,0.75,0.75,,,akizuki_torpedo_x3,0.75,0.75,,,spee_torpedo_x3,0.75,0.75,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_19,,19,torpedo_x4,,,torpedo_x4,0.965,0.965,,,torpedo_x4,0.985,0.985,,,moga_torpedo_x4,0.75,0.75,,,akizuki_torpedo_x4,0.75,0.75,,,spee_torpedo_x4,0.75,0.75,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_19,,19,torpedo_x5,,,torpedo_x5,0.965,0.965,,,torpedo_x5,0.985,0.985,,,moga_torpedo_x5,0.75,0.75,,,akizuki_torpedo_x5,0.75,0.75,,,spee_torpedo_x5,0.75,0.75,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_20,,20,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_20,,20,torpedo_x1,,,torpedo_x1,1,1,,,torpedo_x1,1.02,1.02,,,moga_torpedo_x1,0.78,0.78,,,akizuki_torpedo_x1,0.78,0.78,,,spee_torpedo_x1,0.78,0.78,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_20,,20,torpedo_x2,,,torpedo_x2,1,1,,,torpedo_x2,1.02,1.02,,,moga_torpedo_x2,0.78,0.78,,,akizuki_torpedo_x2,0.78,0.78,,,spee_torpedo_x2,0.78,0.78,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_20,,20,torpedo_x3,,,torpedo_x3,1,1,,,torpedo_x3,1.02,1.02,,,moga_torpedo_x3,0.78,0.78,,,akizuki_torpedo_x3,0.78,0.78,,,spee_torpedo_x3,0.78,0.78,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_20,,20,torpedo_x4,,,torpedo_x4,1,1,,,torpedo_x4,1.02,1.02,,,moga_torpedo_x4,0.78,0.78,,,akizuki_torpedo_x4,0.78,0.78,,,spee_torpedo_x4,0.78,0.78,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_20,,20,torpedo_x5,,,torpedo_x5,1,1,,,torpedo_x5,1.02,1.02,,,moga_torpedo_x5,0.78,0.78,,,akizuki_torpedo_x5,0.78,0.78,,,spee_torpedo_x5,0.78,0.78,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_21,,21,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_21,,21,torpedo_x1,,,torpedo_x1,1.035,1.035,,,torpedo_x1,1.055,1.055,,,moga_torpedo_x1,0.81,0.81,,,akizuki_torpedo_x1,0.81,0.81,,,spee_torpedo_x1,0.81,0.81,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_21,,21,torpedo_x2,,,torpedo_x2,1.035,1.035,,,torpedo_x2,1.055,1.055,,,moga_torpedo_x2,0.81,0.81,,,akizuki_torpedo_x2,0.81,0.81,,,spee_torpedo_x2,0.81,0.81,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_21,,21,torpedo_x3,,,torpedo_x3,1.035,1.035,,,torpedo_x3,1.055,1.055,,,moga_torpedo_x3,0.81,0.81,,,akizuki_torpedo_x3,0.81,0.81,,,spee_torpedo_x3,0.81,0.81,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_21,,21,torpedo_x4,,,torpedo_x4,1.035,1.035,,,torpedo_x4,1.055,1.055,,,moga_torpedo_x4,0.81,0.81,,,akizuki_torpedo_x4,0.81,0.81,,,spee_torpedo_x4,0.81,0.81,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_21,,21,torpedo_x5,,,torpedo_x5,1.035,1.035,,,torpedo_x5,1.055,1.055,,,moga_torpedo_x5,0.81,0.81,,,akizuki_torpedo_x5,0.81,0.81,,,spee_torpedo_x5,0.81,0.81,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_22,,22,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_22,,22,torpedo_x1,,,torpedo_x1,1.07,1.07,,,torpedo_x1,1.09,1.09,,,moga_torpedo_x1,0.84,0.84,,,akizuki_torpedo_x1,0.84,0.84,,,spee_torpedo_x1,0.84,0.84,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_22,,22,torpedo_x2,,,torpedo_x2,1.07,1.07,,,torpedo_x2,1.09,1.09,,,moga_torpedo_x2,0.84,0.84,,,akizuki_torpedo_x2,0.84,0.84,,,spee_torpedo_x2,0.84,0.84,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_22,,22,torpedo_x3,,,torpedo_x3,1.07,1.07,,,torpedo_x3,1.09,1.09,,,moga_torpedo_x3,0.84,0.84,,,akizuki_torpedo_x3,0.84,0.84,,,spee_torpedo_x3,0.84,0.84,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_22,,22,torpedo_x4,,,torpedo_x4,1.07,1.07,,,torpedo_x4,1.09,1.09,,,moga_torpedo_x4,0.84,0.84,,,akizuki_torpedo_x4,0.84,0.84,,,spee_torpedo_x4,0.84,0.84,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_22,,22,torpedo_x5,,,torpedo_x5,1.07,1.07,,,torpedo_x5,1.09,1.09,,,moga_torpedo_x5,0.84,0.84,,,akizuki_torpedo_x5,0.84,0.84,,,spee_torpedo_x5,0.84,0.84,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_23,,23,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_23,,23,torpedo_x1,,,torpedo_x1,1.105,1.105,,,torpedo_x1,1.125,1.125,,,moga_torpedo_x1,0.87,0.87,,,akizuki_torpedo_x1,0.87,0.87,,,spee_torpedo_x1,0.87,0.87,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_23,,23,torpedo_x2,,,torpedo_x2,1.105,1.105,,,torpedo_x2,1.125,1.125,,,moga_torpedo_x2,0.87,0.87,,,akizuki_torpedo_x2,0.87,0.87,,,spee_torpedo_x2,0.87,0.87,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_23,,23,torpedo_x3,,,torpedo_x3,1.105,1.105,,,torpedo_x3,1.125,1.125,,,moga_torpedo_x3,0.87,0.87,,,akizuki_torpedo_x3,0.87,0.87,,,spee_torpedo_x3,0.87,0.87,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_23,,23,torpedo_x4,,,torpedo_x4,1.105,1.105,,,torpedo_x4,1.125,1.125,,,moga_torpedo_x4,0.87,0.87,,,akizuki_torpedo_x4,0.87,0.87,,,spee_torpedo_x4,0.87,0.87,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_23,,23,torpedo_x5,,,torpedo_x5,1.105,1.105,,,torpedo_x5,1.125,1.125,,,moga_torpedo_x5,0.87,0.87,,,akizuki_torpedo_x5,0.87,0.87,,,spee_torpedo_x5,0.87,0.87,,,,,,,,,,,,,,,,,,,,,
torpedo_x0_24,,24,torpedo_x0,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,sub_torpedo,1,1,,,,,,,,,,,,,,,,,,,,,
torpedo_x1_24,,24,torpedo_x1,,,torpedo_x1,1.14,1.14,,,torpedo_x1,1.16,1.16,,,moga_torpedo_x1,0.9,0.9,,,akizuki_torpedo_x1,0.9,0.9,,,spee_torpedo_x1,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
torpedo_x2_24,,24,torpedo_x2,,,torpedo_x2,1.14,1.14,,,torpedo_x2,1.16,1.16,,,moga_torpedo_x2,0.9,0.9,,,akizuki_torpedo_x2,0.9,0.9,,,spee_torpedo_x2,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
torpedo_x3_24,,24,torpedo_x3,,,torpedo_x3,1.14,1.14,,,torpedo_x3,1.16,1.16,,,moga_torpedo_x3,0.9,0.9,,,akizuki_torpedo_x3,0.9,0.9,,,spee_torpedo_x3,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
torpedo_x4_24,,24,torpedo_x4,,,torpedo_x4,1.14,1.14,,,torpedo_x4,1.16,1.16,,,moga_torpedo_x4,0.9,0.9,,,akizuki_torpedo_x4,0.9,0.9,,,spee_torpedo_x4,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
torpedo_x5_24,,24,torpedo_x5,,,torpedo_x5,1.14,1.14,,,torpedo_x5,1.16,1.16,,,moga_torpedo_x5,0.9,0.9,,,akizuki_torpedo_x5,0.9,0.9,,,spee_torpedo_x5,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_germany,,51,gun_2_x1,germany,,brandenburg_gun_76_x1,0.38,0.56,0.66,2.48,jap_tb_gun_76_x1,0.8,1.15,0.66,1.8,jap_tb_gun_76_x1,0.8,1.15,0.66,1.8,jap_tb_gun_76_x1,0.8,1.15,0.66,1.8,jap_tb_gun_76_x1,0.8,1.15,0.66,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x2_germany,,51,gun_2_x2,germany,,,,,,,,,,,,iowa_gun_127_x2,0.5,0.72,1,1.8,iowa_gun_127_x2,0.5,0.72,1,1.8,iowa_gun_127_x2,0.5,0.72,1,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x3_germany,,51,gun_2_x3,germany,,,,,,,,,,,,iowa_gun_127_x3,0.5,0.72,1,1.8,iowa_gun_127_x3,0.5,0.72,1,1.8,iowa_gun_127_x3,0.5,0.72,1,1.8,,,,,,,,,,,,,,,,,,,
gun_2_x4_germany,,51,gun_2_x4,germany,,iowa_gun_127_x4,0.5,0.72,0.5,1.8,iowa_gun_127_x4,0.5,0.72,0.5,1.8,iowa_gun_127_x4,0.5,0.72,0.5,1.8,iowa_gun_127_x4,0.5,0.72,0.5,1.8,iowa_gun_127_x4,0.5,0.72,0.5,1.8,,,,,,,,,,,,,,,,,,,
gun_3_x1_germany_dd,,76,gun_3_x1,germany,"dd, tb",brandenburg_gun_76_x1,0.57,0.75,1,2.1,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,,,,,,,,,,,,,,,,,,,
gun_3_x2_germany_dd,,76,gun_3_x2,germany,"dd, tb",,,,,,,,,,,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x3_germany_dd,,76,gun_3_x3,germany,"dd, tb",,,,,,,,,,,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x4_germany_dd,,76,gun_3_x4,germany,"dd, tb",richelieu_gun_120_x4,0.675,0.885,1.23,2.5,richelieu_gun_120_x4,0.675,0.885,1.23,2.5,richelieu_gun_120_x4,0.675,0.885,1.23,2.5,richelieu_gun_120_x4,0.675,0.885,1.23,2.5,richelieu_gun_120_x4,0.675,0.885,1.23,2.5,,,,,,,,,,,,,,,,,,,
gun_4_x1_germany_dd,,102,gun_4_x1,germany,"dd, tb",brandenburg_gun_76_x1,0.76,0.94,1.1,1.74,dd_s_gun_c_102_x1,0.76,0.94,1.1,1.74,hood_gun_140_x1,0.8,0.98,1.7,1.46,spee_gun_150_x1,0.7,0.865,1.7,1.9,spee_gun_150_x1,0.7,0.865,1.7,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x2_germany_dd,,102,gun_4_x2,germany,"dd, tb",,,,,,,,,,,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x3_germany_dd,,102,gun_4_x3,germany,"dd, tb",,,,,,,,,,,bismarck_gun_105_x3,0.8,0.99,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x4_germany_dd,,102,gun_4_x4,germany,"dd, tb",,,,,,,,,,,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,,,,,,,,,,,,,,,,,,
gun_5_x1_germany_dd,,127,gun_5_x1,germany,"dd, tb",dd_s_gun_c_102_x1,0.95,1.13,0.85,1.36,dd_s_gun_c_102_x1,0.95,1.13,0.85,1.36,hood_gun_140_x1,1,1.18,1.25,1.14,spee_gun_150_x1,0.875,1.04,1.25,1.48,spee_gun_150_x1,0.875,1.04,1.25,1.48,,,,,,,,,,,,,,,,,,,
gun_5_x2_germany_dd,,127,gun_5_x2,germany,"dd, tb",,,,,,,,,,,bismarck_gun_150_x2,0.725,0.8,0.95,1.855,spee_gun_150_x2,0.875,1.04,0.95,1.48,spee_gun_150_x2,0.875,1.04,0.95,1.48,,,,,,,,,,,,,,,,,,,
gun_5_x3_germany_dd,,127,gun_5_x3,germany,"dd, tb",,,,,,,,,,,bismarck_gun_150_x3,0.725,0.8,0.75,1.855,spee_gun_150_x3,0.875,1.04,0.75,1.48,spee_gun_150_x3,0.875,1.04,0.75,1.48,,,,,,,,,,,,,,,,,,,
gun_5_x4_germany_dd,,127,gun_5_x4,germany,"dd, tb",,,,,,,,,,,bismarck_gun_150_x4,0.725,0.8,0.68,1.855,bismarck_gun_150_x4,0.725,0.8,0.68,1.855,bismarck_gun_150_x4,0.725,0.8,0.68,1.855,,,,,,,,,,,,,,,,,,,
gun_3_x1_germany_cl,,76,gun_3_x1,germany,cl,brandenburg_gun_76_x1,0.57,0.75,1,2.1,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,jap_tb_gun_76_x1,1.2,1.55,1,1.52,,,,,,,,,,,,,,,,,,,
gun_3_x2_germany_cl,,76,gun_3_x2,germany,cl,,,,,,,,,,,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
